order	content	target_cat	gripper_cat	mechanism_cat
​1610	（10）加快发展循环农业，要大力开发节约资源和保护环境的农业技术，重点推广废弃物综合利用技术、相关产业链接技术和可再生能源开发利用技术。	经济	科创	环境型
​1611	制定相应的财税鼓励政策，组织实施生物质工程，推广秸秆气化、固化成型、发电、养畜等技术，开发生物质能源和生物基材料，培育生物质产业。	经济	资金	环境型
​1612	积极发展节地、节水、节肥、节药、节种的节约型农业，鼓励生产和使用节电、节油农业机械和农产品加工设备，努力提高农业投入品的利用效率。	生态	产业	环境型
​1613	加大力度防治农业面源污染。三、促进农民持续增收，夯实社会主义新农村建设的经济基础 （l1）拓宽农民增收渠道，要充分挖掘农业内部增收潜力，按照国内外市场需求，积极发展品质优良、特色明显、附加值高的优势农产品，推进“一村一品”，实现增值增效。	经济	产业	供给型
​1614	要加快转移农村劳动力，不断增加农民的务工收入。	经济	产业	供给型
​1615	鼓励和支持符合产业政策的乡镇企业发展，特别是劳动密集型企业和服务业。	经济	产业	供给型
​1616	着力发展县城和在建制的重点镇，从财政、金融、税收和公共品投入等方面为小城镇发展创造有利条件，外来人口较多的城镇要从实际出发，完善社会管理职能。	经济	产业	供给型
​1617	要着眼兴县富民，着力培育产业支撑，大力发展民营经济，引导企业和要素集聚，改善金融服务，增强县级管理能力，发展壮大县域经济。	经济	产业	供给型
​1618	（12）保障务工农民的合法权益，进一步清理和取消各种针对务工农民流动和进城就业的歧视性规定和不合理限制。	社会	民生	供给型
​1619	建立健全城乡就业公共服务网络，为外出务工农民免费提供法律政策咨询、就业信息、就业指导和职业介绍。	社会	民生	供给型
​1620	严格执行最低工资制度，建立工资保障金等制度，切实解决务工农民工资偏低和拖欠问题。	社会	民生	供给型
​1621	完善劳动合同制度，加强务工农民的职业安全卫生保护。	经济	人口	供给型
​1622	逐步建立务工农民社会保障制度，依法将务工农民全部纳入工伤保险范围，探索适合务工农民特点的大病医疗保障和养老保险办法。	社会	民生	供给型
​1623	认真解决务工农民的子女上学问题。（13）稳定、完善、强化对农业和农民的直接补贴政策，要加强国家对农业和农民的支持保护体系。	社会	民生	供给型
​1624	对农民实行的“三减免、三补贴”和退耕还林补贴等政策，深受欢迎，效果明显，要继续稳定、完善和强化。	经济	资金	供给型
​1625	2006年，粮食主产区要将种粮直接补贴的资金规模提高到粮食风险基金的50%以上，其他地区也要根据实际情况加大对种粮农民的补贴力度。	经济	资金	供给型
​1626	增加良种补贴和农机具购置补贴。适应农业生产和市场变化的需要，建立和完善对种粮农民的支持保护制度。	经济	资金	供给型
​1627	（14）加强扶贫开发工作，要因地制宜地实行整村推进的扶贫开发方式，加大力度改善贫困地区的生产生活条件，抓好贫困地区劳动力的转移培训，扶持龙头企业带动贫困地区调整结构，拓宽贫困农户增收渠道。	社会	民生	供给型
​1628	对缺乏生存条件地区的贫困人口实行易地扶贫。	社会	民生	供给型
​1629	继续增加扶贫投入，完善管理机制，提高使用效益。	经济	资金	供给型
​1630	继续动员中央和国家机关、沿海发达地区和社会各界参与扶贫开发事业。	社会	民生	供给型
​1631	切实做好贫困缺粮地区的粮食供应工作。四、加强农村基础设施建设，改善社会主义新农村建设的物质条件 （15）大力加强农田水利、耕地质量和生态建设，在搞好重大水利工程建设的同时，不断加强农田水利建设。	社会	民生	供给型
​1632	加快发展节水灌溉，继续把大型灌区续建配套和节水改造作为农业固定资产投资的重点。	经济	资金	供给型
​1633	加大大型排涝泵站技术改造力度，配套建设田间工程。	经济	资金	供给型
​1634	大力推广节水技术。实行中央和地方共同负责，逐步扩大中央和省级小型农田水利补助专项资金规模。	经济	资金	供给型
​1635	切实抓好以小型灌区节水改造、雨水集蓄利用为重点的小型农田水利工程建设和管理。	生态	土地	环境型
​1636	继续搞好病险水库除险加固，加强中小河流治理。	经济	资金	供给型
​1637	要大力加强耕地质量建设，实施新一轮沃土工程，科学施用化肥，引导增施有机肥，全面提升地力。	生态	土地	环境型
​1638	增加测土配方施肥补贴，继续实施保护性耕作示范工程和土壤有机质提升补贴试点。	经济	资金	供给型
​1639	农业综合开发要重点支持粮食主产区改造中低产田和中型灌区节水改造。	经济	资金	供给型
​1640	按照建设环境友好型社会的要求，继续推进生态建设，切实搞好退耕还林、天然林保护等重点生态工程，稳定完善政策，培育后续产业，巩固生态建设成果。	生态	民生	环境型
​1641	继续推进退牧还草、山区综合开发。建立和完善生态补偿机制。	生态	土地	环境型
​1642	做好重大病虫害防治工作，采取有效措施防止外来有害生物入侵。	生态	产业	环境型
​1643	加强荒漠化治理，积极实施石漠化地区和东北黑土区等水土流失综合防治工程。	生态	土地	环境型
​1644	建立和完善水电、采矿等企业的环境恢复治理责任机制，从水电、矿产等资源的开发收益中，安排一定的资金用于企业所在地环境的恢复治理，防止水土流失。	生态	产业	环境型
​1645	（16）加快乡村基础设施建设，要着力加强农民最急需的生活基础设施建设。	社会	民生	供给型
​1646	在巩固人畜饮水解困成果基础上，加快农村饮水安全工程建设，优先解决高氟、高砷、苦咸、污染水及血吸虫病区的饮水安全问题。	生态	民生	环境型
​1647	有条件的地方，可发展集中式供水，提倡饮用水和其他生活用水分质供水。	生态	民生	环境型
​1648	要加快农村能源建设步伐，在适宜地区积极推广沼气、秸秆气化、小水电、太阳能、风力发电等清洁能源技术。	生态	民生	环境型
​1649	从2006年起，大幅度增加农村沼气建设投资规模，有条件的地方，要加快普及户用沼气，支持养殖场建设大中型沼气。	经济	资金	供给型
​1650	以沼气池建设带动农村改圈、改厕、改厨。尽快完成农村电网改造的续建配套工程。	生态	民生	环境型
​1651	加强小水电开发规划和管理，扩大小水电代燃料试点规模。	经济	资金	供给型
​1652	要进一步加强农村公路建设，到“十一五”期末基本实现全国所有乡镇通油（水泥）路，东、中部地区所有具备条件的建制村通油（水泥）路，西部地区基本实现具备条件的建制村通公路。	经济	资金	供给型
​1653	要积极推进农业信息化建设，充分利用和整合涉农信息资源，强化面向农村的广播电视电信等信息服务，重点抓好“金农”工程和农业综合信息服务平台建设工程。	经济	科创	供给型
​1654	引导农民自愿出资出劳，开展农村小型基础设施建设，有条件的地方可采取以奖代补、项目补助等办法给予支持。	社会	民生	供给型
​1655	按照建管并重的原则，逐步把农村公路等公益性基础设施的管护纳入国家支持范围。	生态	土地	环境型
​1656	（17）加强村庄规划和人居环境治理，随着生活水平提高和全面建设小康社会的推进，农民迫切要求改善农村生活环境和村容村貌。	生态	民生	环境型
​1657	各级政府要切实加强村庄规划工作，安排资金支持编制村庄规划和开展村庄治理试点；可从各地实际出发制定村庄建设和人居环境治理的指导性目录，重点解决农民在饮水、行路、用电和燃料等方面的困难，凡符合目录的项目，可给予资金、实物等方面的引导和扶持。	生态	民生	环境型
​1658	加强宅基地规划和管理，大力节约村庄建设用地，向农民免费提供经济安全适用、节地节能节材的住宅设计图样。	生态	民生	环境型
​1659	引导和帮助农民切实解决住宅与畜禽圈舍混杂问题，搞好农村污水、垃圾治理，改善农村环境卫生。	生态	土地	环境型
​1660	注重村庄安全建设，防止山洪、泥石流等灾害对村庄的危害，加强农村消防工作。	生态	民生	环境型
​1661	村庄治理要突出乡村特色、地方特色和民族特色，保护有历史文化价值的古村落和古民宅。	文化	土地	供给型
​1662	要本着节约原则，充分立足现有基础进行房屋和设施改造，防止大拆大建，防止加重农民负担，扎实稳步地推进村庄治理。	生态	民生	环境型
​1663	五、加快发展农村社会事业，培养推进社会主义新农村建设的新型农民 （18）加快发展农村义务教育，着力普及和巩固农村九年制义务教育。	社会	民生	供给型
​1664	2006年对西部地区农村义务教育阶段学生全部免除学杂费，对其中的贫困家庭学生免费提供课本和补助寄宿生生活费，2007年在全国农村普遍实行这一政策。	社会	民生	供给型
​1665	继续实施国家西部地区“两基攻坚”工程和农村中小学现代远程教育工程。	社会	民生	供给型
​1666	建立健全农村义务教育经费保障机制，进一步改善农村办学条件，逐步提高农村中小学公用经费的保障水平。	社会	民生	供给型
​1667	加强农村教师队伍建设，加大城镇教师支援农村教育的力度，促进城乡义务教育均衡发展。	社会	民生	供给型
​1668	加大力度监管和规范农村学校收费，进一步减轻农民的教育负担。	社会	民生	供给型
​1669	（19）大规模开展农村劳动力技能培训，提高农民整体素质，培养造就有文化、懂技术、会经营的新型农民，是建设社会主义新农村的迫切需要。	社会	民生	供给型
​1670	继续支持新型农民科技培训，提高农民务农技能，促进科学种田。	社会	民生	供给型
​1671	扩大农村劳动力转移培训阳光工程实施规模，提高补助标准，增强农民转产转岗就业的能力。	社会	民生	供给型
​1672	加快建立政府扶助、面向市场、多元办学的培训机制。	社会	民生	供给型
​1673	各级财政要将农村劳动力培训经费纳入预算，不断增加投入。	经济	资金	供给型
​1674	整合农村各种教育资源，发展农村职业教育和成人教育。	社会	民生	供给型
​1675	（20）积极发展农村卫生事业，积极推进新型农村合作医疗制度试点工作，从2006年起，中央和地方财政较大幅度提高补助标准，到2008年在全国农村基本普及新型农村合作医疗制度。	社会	民生	供给型
​1676	各级政府要不断增加投入，加强以乡镇卫生院为重点的农村卫生基础设施建设，健全农村三级医疗卫生服务和医疗救助体系。	社会	民生	供给型
​1677	有条件的地方，可对乡村医生实行补助制度。	社会	民生	供给型
​1678	建立与农民收入水平相适应的农村药品供应和监管体系，规范农村医疗服务。	社会	民生	供给型
​1679	加大农村地方病、传染病和人畜共患疾病的防治力度。	社会	民生	供给型
​1680	增加农村卫生人才培养的经费预算，组织城镇医疗机构和人员对口支持农村，鼓励各种社会力量参与发展农村卫生事业。	社会	民生	供给型
​1681	加强农村计划生育服务设施建设，继续稳定农村低生育水平。	社会	民生	供给型
​1682	（21）繁荣农村文化事业，各级财政要增加对农村文化发展的投入，加强县文化馆、图书馆和乡镇文化站、村文化室等公共文化设施建设，继续实施广播电视“村村通”和农村电影放映工程，发展文化信息资源共享工程农村基层服务点，构建农村公共文化服务体系。	文化	民生	供给型
​1683	推动实施农民体育健身工程。积极开展多种形式的群众喜闻乐见、寓教于乐的文体活动，保护和发展有地方和民族特色的优秀传统文化，创新农村文化生活的载体和手段，引导文化工作者深入乡村，满足农民群众多层次、多方面的精神文化需求。	文化	民生	供给型
​1684	扶持农村业余文化队伍，鼓励农民兴办文化产业。	文化	民生	供给型
​1685	加强农村文化市场管理，抵制腐朽落后文化。	文化	民生	供给型
​1686	（22）逐步建立农村社会保障制度，按照城乡统筹发展的要求，逐步加大公共财政对农村社会保障制度建设的投入。	社会	民生	供给型
​1687	进一步完善农村“五保户”供养、特困户生活救助、灾民补助等社会救助体系。	社会	民生	供给型
​1688	探索建立与农村经济发展水平相适应、与其他保障措施相配套的农村社会养老保险制度。	社会	民生	供给型
​1689	落实军烈属优抚政策。积极扩大对农村部分计划生育家庭实行奖励扶助制度试点和西部地区计划生育“少生快富”扶贫工程实施范围。	社会	民生	供给型
​1690	有条件的地方，要积极探索建立农村最低生活保障制度。	社会	民生	供给型
​1691	（23）倡导健康文明新风尚，大力弘扬以爱国主义为核心的民族精神和以改革创新为核心的时代精神，激发农民群众发扬艰苦奋斗、自力更生的传统美德，为建设社会主义新农村提供强大的精神动力和思想保证。	文化	民生	环境型
​1692	加强思想政治工作，深入开展农村形势和政策教育，认真实施公民道德建设工程，积极推动群众性精神文明创建活动，开展和谐家庭、和谐村组、和谐村镇创建活动。	文化	民生	供给型
​1693	引导农民崇尚科学，抵制迷信，移风易俗，破除陋习，树立先进的思想观念和良好的道德风尚，提倡科学健康的生活方式，在农村形成文明向上的社会风貌。	文化	民生	环境型
​1694	六、全面深化农村改革，健全社会主义新农村建设的体制保障 （24）进一步深化以农村税费改革为主要内容的农村综合改革，2006年，在全国范围取消农业税。	经济	资金	供给型
​1695	通过试点、总结经验，积极稳妥地推进乡镇机构改革，切实转变乡镇政府职能，创新乡镇事业站所运行机制，精简机构和人员，5年内乡镇机构编制只减不增。	政治	党建	环境型
​1696	妥善安置分流人员，确保社会稳定。要按照强化公共服务、严格依法办事和提高行政效率的要求，认真解决机构和人员臃肿的问题，切实加强政府社会管理和公共服务的职能。	政治	党建	环境型
​1697	加快农村义务教育体制改革，建立和完善各级政府责任明确、财政分级投入、经费稳定增长、管理以县为主的农村义务教育管理体制，中央和省级政府要更多地承担发展农村义务教育的责任，深化农村学校人事和财务等制度改革。	社会	民生	供给型
​1698	有条件的地方可加快推进“省直管县”财政管理体制和“乡财县管乡用”财政管理方式的改革。	政治	党建	环境型
​1699	各地要对乡村债务进行清理核实，2006年选择部分县（市）开展化解乡村债务试点工作，妥善处理历年农业税尾欠，完善涉农税收优惠方式，确保农民直接受益。	经济	资金	供给型
​1700	深化国有农场税费改革，将农业职工土地承包费中类似农村“乡镇五项统筹”的费用全部减除，农场由此减少的收入由中央和省级财政给予适当补助。	经济	资金	供给型
​1701	国有农场要逐步剥离办社会的职能，转变经营机制，在现代农业建设中发挥示范作用。	政治	党建	环境型
​1702	（25）加快推进农村金融改革，巩固和发展农村信用社改革试点成果，进一步完善治理结构和运行机制。	经济	资金	供给型
​1703	县域内各金融机构在保证资金安全的前提下，将一定比例的新增存款投放当地，支持农业和农村经济发展，有关部门要抓紧制定管理办法。	经济	资金	环境型
​1704	扩大邮政储蓄资金的自主运用范围，引导邮政储蓄资金返还农村。	经济	资金	供给型
​1705	调整农业发展银行职能定位，拓宽业务范围和资金来源。	经济	资金	供给型
​1706	国家开发银行要支持农村基础设施建设和农业资源开发。	经济	资金	供给型
​1707	继续发挥农业银行支持农业和农村经济发展的作用。	经济	资金	供给型
​1708	在保证资本金充足、严格金融监管和建立合理有效的退出机制的前提下，鼓励在县域内设立多种所有制的社区金融机构，允许私有资本、外资等参股。	经济	资金	供给型
​1709	大力培育由自然人、企业法人或社团法人发起的小额贷款组织，有关部门要抓紧制定管理办法。	经济	资金	环境型
​1710	引导农户发展资金互助组织。规范民间借贷。	经济	资金	供给型
​1711	稳步推进农业政策性保险试点工作，加快发展多种形式、多种渠道的农业保险。	经济	资金	供给型
​1712	各地可通过建立担保基金或担保机构等办法，解决农户和农村中小企业贷款抵押担保难问题，有条件的地方政府可给予适当扶持。	经济	资金	供给型
​1713	（26）统筹推进农村其他改革，稳定和完善以家庭承包经营为基础、统分结合的双层经营体制，健全在依法、自愿、有偿基础上的土地承包经营权流转机制，有条件的地方可发展多种形式的适度规模经营。	经济	产业	环境型
​1714	加快集体林权制度改革，促进林业健康发展。	生态	产业	环境型
​1715	完善粮食流通体制，深化国有粮食企业改革，建立产销区稳定的购销关系，加强国家对粮食市场的宏观调控。	经济	产业	环境型
​1716	加快征地制度改革步伐，按照缩小征地范围、完善补偿办法、拓展安置途径、规范征地程序的要求，进一步探索改革经验。	政治	土地	环境型
​1717	完善对被征地农民的合理补偿机制，加强对被征地农民的就业培训，拓宽就业安置渠道，健全对被征地农民的社会保障。	社会	民生	供给型
​1718	推进小型农田水利设施产权制度改革。七、加强农村民主政治建设，完善建设社会主义新农村的乡村治理机制 （27）不断增强农村基层党组织的战斗力、凝聚力和创造力，充分发挥农村基层党组织的领导核心作用，为建设社会主义新农村提供坚强的政治和组织保障。	政治	党建	供给型
​1719	要以建设社会主义新农村为主题，在全国农村深入开展保持共产党员先进性教育活动，引导广大农村党员学习贯彻党章，坚定理想信念，坚持党的宗旨。	政治	党建	供给型
​1720	要结合农村实际，有针对性地开展正面教育，解决党组织和党员队伍中存在的突出问题，解决影响改革发展稳定的主要问题，解决群众最关心的重点问题，务求取得实效。	政治	党建	环境型
​1721	加强农村基层组织的阵地建设，继续搞好农村党员干部现代远程教育，加大政策理论、法律法规和实用技术培训力度，引导农村基层干部发扬求真务实、踏实苦干的工作作风，广泛联系群众，增强带领群众增收致富的能力。	政治	党建	供给型
​1722	关心和爱护农村基层干部，继续开展农村党的建设“三级联创”活动，加强基层党风廉政建设，巩固党在农村的执政基础。	政治	党建	供给型
​1723	充分发挥农村共青团和妇联组织的作用。（28）切实维护农民的民主权利，健全村党组织领导的充满活力的村民自治机制，进一步完善村务公开和民主议事制度，让农民群众真正享有知情权、参与权、管理权、监督权。	政治	党建	环境型
​1724	完善村民“一事一议”制度，健全农民自主筹资筹劳的机制和办法，引导农民自主开展农村公益性设施建设。	政治	党建	环境型
​1725	开展村务公开民主管理示范活动，推动农村基层志愿服务活动。	政治	党建	供给型
​1726	加强农村法制建设，深入开展农村普法教育，增强农民的法制观念，提高农民依法行使权利和履行义务的自觉性。	政治	党建	环境型
​1727	妥善处理农村各种社会矛盾，加强农村社会治安综合治理，打击“黄赌毒”等社会丑恶现象，建设平安乡村，创造农民安居乐业的社会环境。	政治	党建	环境型
​1728	（29）培育农村新型社会化服务组织，在继续增强农村集体组织经济实力和服务功能、发挥国家基层经济技术服务部门作用的同时，要鼓励、引导和支持农村发展各种新型的社会化服务组织。	社会	民生	供给型
​1729	推动农产品行业协会发展，引导农业生产者和农产品加工、出口企业加强行业自律，搞好信息服务，维护成员权益。	经济	产业	供给型
​1730	鼓励发展农村法律、财务等中介组织，为农民发展生产经营和维护合法权益提供有效服务。	社会	民生	供给型
​1731	八、切实加强领导，动员全党全社会关心、支持和参与社会主义新农村建设 （30）加强对社会主义新农村建设工作的领导，推进社会主义新农村建设事关我国农业和农村的长远发展，事关改革开放和现代化建设的大局，各级党委和政府要从战略和全局的高度出发，把建设社会主义新农村作为一件大事，真正列入议事日程，切实加强领导，明确工作重点，每年为农民办几件实事。	政治	党建	需求型
​1732	各级党委和政府的工作部门都要明确自身在新农村建设中的职责和任务，特别是宏观管理、基础产业和公共服务部门，在制定发展规划、安排建设投资和事业经费时，要充分考虑统筹城乡发展的要求，更多地向农村倾斜。	政治	党建	环境型
​1733	各地区各部门要建立推进新农村建设的工作协调机制，加强统一领导，明确职责分工，搞好配合协作。	政治	党建	环境型
​1734	各级领导干部要深入农村调查研究，总结实践经验，加强指导服务，帮助基层解决新农村建设中遇到的各种矛盾和问题。	政治	党建	供给型
​1735	（31）科学制定社会主义新农村建设规划，新农村建设涉及经济、政治、文化和社会各个方面，是一项十分复杂的系统工程，必须切实加强规划工作。	政治	党建	环境型
​1736	各地要按照统筹城乡经济社会发展的要求，把新农村建设纳入当地经济和社会发展的总体规划。	政治	党建	环境型
​1737	要明确推进新农村建设的思路、目标和工作措施，统筹安排各项建设任务。	政治	党建	环境型
​1738	做好第二次全国农业普查工作，为制定规划提供科学依据。	政治	党建	环境型
​1739	要充分考虑农民的切身利益和发展要求，在促进农村经济发展的基础上，区分轻重缓急，突出建设重点，加强饮水安全、农田水利、乡村道路、农村能源等基础设施建设，加快教育、卫生等公共事业发展。	政治	党建	环境型
​1740	要尊重自然规律、经济规律和社会发展规律，广泛听取基层和农民群众的意见和建议，提高规划的科学性、民主性、可行性，确保新农村建设扎实稳步推进。	政治	党建	环境型
​1741	（32）动员全社会力量关心、支持和参与社会主义新农村建设，建设社会主义新农村是全社会的事业，需要动员各方面力量广泛参与。	政治	党建	环境型
​1742	各行各业都要关心支持新农村建设，为新农村建设作出贡献。	政治	党建	供给型
​1743	充分发挥城市带动农村发展的作用，加大城市经济对农村的辐射，加大城市人才、智力资源对农村的支持，加大城市科技、教育、医疗等方面对农民的服务。	政治	党建	环境型
​1744	要形成全社会参与新农村建设的激励机制，鼓励各种社会力量投身社会主义新农村建设，引导党政机关、人民团体、企事业单位和社会知名人士、志愿者对乡村进行结对帮扶，加强舆论宣传，努力营造全社会关心、支持、参与建设社会主义新农村的浓厚氛围。	政治	党建	需求型
​1745	一、加大对“三农”的投入力度，建立促进现代农业建设的投入保障机制 增加农业投入，是建设现代农业、强化农业基础的迫切需要。	经济	资金	供给型
​1746	必须不断开辟新的农业投入渠道，逐步形成农民积极筹资投劳、政府持续加大投入、社会力量广泛参与的多元化投入机制。	经济	资金	供给型
​1747	特别要抓住当前经济发展较快和财政增收较多的时机，继续巩固、完善、加强支农惠农政策，切实加大对“三农”的投入，实实在在为农民办一些实事。	经济	资金	供给型
​1748	（一）大幅度增加对“三农”的投入，各级政府要切实把基础设施建设和社会事业发展的重点转向农村，国家财政新增教育、卫生、文化等事业经费和固定资产投资增量主要用于农村，逐步加大政府土地出让收入用于农村的比重。	经济	资金	供给型
​1749	要建立“三农”投入稳定增长机制，积极调整财政支出结构、固定资产投资结构和信贷投放结构，中央和县级以上地方财政每年对农业总投入的增长幅度应当高于其财政经常性收入的增长幅度，尽快形成新农村建设稳定的资金来源。	经济	资金	供给型
​1750	2007年，财政支农投入的增量要继续高于上年，国家固定资产投资用于农村的增量要继续高于上年，土地出让收入用于农村建设的增量要继续高于上年。	经济	资金	供给型
​1751	建设用地税费提高后新增收入主要用于“三农”。	经济	资金	供给型
​1752	加快制定农村金融整体改革方案，努力形成商业金融、合作金融、政策性金融和小额贷款组织互为补充、功能齐备的农村金融体系，探索建立多种形式的担保机制，引导金融机构增加对“三农”的信贷投放。	经济	资金	供给型
​1753	加大支农资金整合力度，抓紧建立支农投资规划、计划衔接和部门信息沟通工作机制，完善投入管理办法，集中用于重点地区、重点项目，提高支农资金使用效益。	经济	资金	供给型
​1754	要注重发挥政府资金的带动作用，引导农民和社会各方面资金投入农村建设。	经济	资金	供给型
​1755	加快农业投入立法进程，加强执法检查。（二）健全农业支持补贴制度，近几年实行的各项补贴政策，深受基层和农民欢迎，要不断巩固、完善和加强，逐步形成目标清晰、受益直接、类型多样、操作简便的农业补贴制度。	经济	资金	供给型
​1756	各地用于种粮农民直接补贴的资金要达到粮食风险基金的50%以上。	经济	资金	供给型
​1757	加大良种补贴力度，扩大补贴范围和品种。扩大农机具购置补贴规模、补贴机型和范围。	经济	资金	供给型
​1758	加大农业生产资料综合补贴力度。中央财政要加大对产粮大县的奖励力度，增加对财政困难县乡增收节支的补助。	经济	资金	供给型
​1759	同时，继续对重点地区、重点粮食品种实行最低收购价政策，并逐步完善办法、健全制度。	经济	资金	供给型
​1760	（三）建立农业风险防范机制，要加强自然灾害和重大动植物病虫害预测预报和预警应急体系建设，提高农业防灾减灾能力。	生态	民生	环境型
​1761	积极发展农业保险，按照政府引导、政策支持、市场运作、农民自愿的原则，建立完善农业保险体系。	经济	资金	供给型
​1762	扩大农业政策性保险试点范围，各级财政对农户参加农业保险给予保费补贴，完善农业巨灾风险转移分摊机制，探索建立中央、地方财政支持的农业再保险体系。	经济	资金	供给型
​1763	鼓励龙头企业、中介组织帮助农户参加农业保险。	经济	产业	供给型
​1764	（四）鼓励农民和社会力量投资现代农业，充分发挥农民在建设新农村和发展现代农业中的主体作用，引导农民发扬自力更生精神，增加生产投入和智力投入，提高科学种田和集约经营水平。	经济	民生	供给型
​1765	完善农村“一事一议”筹资筹劳办法，支持各地对“一事一议”建设公益设施实行奖励补助制度。	经济	资金	供给型
​1766	对农户投资投劳兴建直接受益的生产生活设施，可给予适当补助。	经济	资金	供给型
​1767	综合运用税收、补助、参股、贴息、担保等手段，为社会力量投资建设现代农业创造良好环境。	经济	资金	环境型
​1768	企业捐款和投资建设农村公益设施，可以按规定享受相应的税收优惠政策。	经济	资金	供给型
​1769	二、加快农业基础建设，提高现代农业的设施装备水平 改善农业设施装备，是建设现代农业的重要内容。	经济	产业	供给型
​1770	必须下决心增加投入，加强基础设施建设，加快改变农村生产生活条件落后的局面。	经济	资金	需求型
​1771	（一）大力抓好农田水利建设，要把加强农田水利设施建设作为现代农业建设的一件大事来抓。	生态	土地	环境型
​1772	加快大型灌区续建配套和节水改造，搞好末级渠系建设，推行灌溉用水总量控制和定额管理。	生态	土地	环境型
​1773	扩大大型泵站技术改造实施范围和规模。农业综合开发要增加对中型灌区节水改造投入。	经济	资金	供给型
​1774	加强丘陵山区抗旱水源建设，加快西南地区中小型水源工程建设。	经济	资金	供给型
​1775	增加小型农田水利工程建设补助专项资金规模。	经济	资金	供给型
​1776	加大病险水库除险加固力度，加强中小河流治理，改善农村水环境。	生态	土地	环境型
​1777	引导农民开展直接受益的农田水利工程建设，推广农民用水户参与灌溉管理的有效做法。	经济	资金	供给型
​1778	（二）切实提高耕地质量，强化和落实耕地保护责任制，切实控制农用地转为建设用地的规模。	生态	土地	环境型
​1779	合理引导农村节约集约用地，切实防止破坏耕作层的农业生产行为。	生态	土地	环境型
​1780	加大土地复垦、整理力度。按照田地平整、土壤肥沃、路渠配套的要求，加快建设旱涝保收、高产稳产的高标准农田。	生态	土地	环境型
​1781	加快实施沃土工程，重点支持有机肥积造和水肥一体化设施建设，鼓励农民发展绿肥、秸秆还田和施用农家肥。	经济	资金	供给型
​1782	扩大土壤有机质提升补贴项目试点规模和范围。	经济	资金	供给型
​1783	增加农业综合开发投入，积极支持高标准农田建设。	经济	资金	供给型
​1784	（三）加快发展农村清洁能源，继续增加农村沼气建设投入，支持有条件的地方开展养殖场大中型沼气建设。	生态	民生	环境型
​1785	在适宜地区积极发展秸秆气化和太阳能、风能等清洁能源，加快绿色能源示范县建设，实施西北地区百万户太阳灶建设工程。	生态	民生	环境型
​1786	加快实施乡村清洁工程，推进人畜粪便、农作物秸秆、生活垃圾和污水的综合治理和转化利用。	生态	土地	环境型
​1787	加强农村水能资源开发规划和管理，扩大小水电代燃料工程实施范围和规模，加大对贫困地区农村水电开发的投入和信贷支持。	经济	资金	供给型
​1788	（四）加大乡村基础设施建设力度，“十一五”时期，要解决1.6亿农村人口的饮水安全问题，优先解决人口较少民族、水库移民、血吸虫病区和农村学校的安全饮水，争取到2015年基本实现农村人口安全饮水目标，有条件的地方可加快步伐。	生态	民生	环境型
​1789	加大农村公路建设力度，加强农村公路养护和管理，完善农村公路筹资建设和养护机制。	经济	资金	供给型
​1790	继续推进农村电网改造和建设，落实城乡同网同价政策，加快户户通电工程建设，实施新农村电气化建设“百千万”工程。	经济	资金	供给型
​1791	鼓励农民在政府支持下，自愿筹资筹劳开展农村小型基础设施建设。	经济	资金	供给型
​1792	治理农村人居环境，搞好村庄治理规划和试点，节约农村建设用地。	生态	土地	环境型
​1793	继续发展小城镇和县域经济，充分发挥辐射周边农村的功能，带动现代农业发展，促进基础设施和公共服务向农村延伸。	经济	产业	供给型
​1794	（五）发展新型农用工业，农用工业是增强农业物质装备的重要依托。	经济	产业	供给型
​1795	积极发展新型肥料、低毒高效农药、多功能农业机械及可降解农膜等新型农业投入品。	经济	产业	供给型
​1796	优化肥料结构，加快发展适合不同土壤、不同作物特点的专用肥、缓释肥。	经济	产业	供给型
​1797	加大对新农药创制工程支持力度，推进农药产品更新换代。	经济	产业	供给型
​1798	加快农机行业技术创新和结构调整，重点发展大中型拖拉机、多功能通用型高效联合收割机及各种专用农机产品。	经济	产业	供给型
​1799	尽快制定有利于农用工业发展的支持政策。（六）提高农业可持续发展能力，鼓励发展循环农业、生态农业，有条件的地方可加快发展有机农业。	生态	产业	环境型
​1800	继续推进天然林保护、退耕还林等重大生态工程建设，进一步完善政策、巩固成果。	生态	土地	环境型
​1801	启动石漠化综合治理工程，继续实施沿海防护林工程。	生态	土地	环境型
​1802	完善森林生态效益补偿基金制度，探索建立草原生态补偿机制。	生态	资金	环境型
​1803	加快实施退牧还草工程。加强森林草原防火工作。	生态	土地	环境型
​1804	加快长江、黄河上中游和西南石灰岩等地区水土流失治理，启动坡耕地水土流失综合整治工程。	生态	土地	环境型
​1805	加强农村环境保护，减少农业面源污染，搞好江河湖海的水污染治理。	生态	民生	环境型
​1806	三、推进农业科技创新，强化建设现代农业的科技支撑 科技进步是突破资源和市场对我国农业双重制约的根本出路。	经济	科创	供给型
​1807	必须着眼增强农业科技自主创新能力，加快农业科技成果转化应用，提高科技对农业增长的贡献率，促进农业集约生产、清洁生产、安全生产和可持续发展。	经济	科创	供给型
​1808	（一）加强农业科技创新体系建设，大幅度增加农业科研投入，加强国家基地、区域性农业科研中心创新能力建设。	经济	科创	供给型
​1809	启动农业行业科研专项，支持农业科技项目。	经济	科创	供给型
​1810	着力扶持对现代农业建设有重要支撑作用的技术研发。	经济	科创	需求型
